Biden_avg,Biden_probability,Hidden_trump,Hidden_win,State,Trump_avg,Trump_probability,average_biden_win,average_trump_win,biden_alt_avg,biden_alt_prob,code,consensus,cook,ec,polls,spread,trump_alt_avg,trump_alt_prob,undecideds,within_moe,within_spread,cook_n,polls_n,gap,score
54.9,0.99935,45.1,0.0,new jersey,35.6,0.0,1.0,0.0,54.9,0.9991,NJ,1.0,Solid Dem,14,Solid Dem,19.299999999999997,45.9,0.0009,9.5,0.0,0.0,1,1,0,2
53.8,0.99555,46.2,0.0,new mexico,39.0,0.0,1.0,0.0,53.8,0.9935,NM,1.0,Solid Dem,5,Solid Dem,14.799999999999997,47.0,0.0065,7.2,0.0,0.0,1,1,0,2
59.3,1.0,40.6,0.0,new york,32.0,0.0,1.0,0.0,59.3,1.0,NY,1.0,Solid Dem,29,Solid Dem,27.299999999999997,41.5,0.0,8.6,0.0,0.0,1,1,0,2
47.0,0.0184,53.1,1.0,north carolina,46.0,0.003,1.0,0.0,47.0,0.00135,NC,0.0,Toss Up,15,Lean Dem,1.0,53.9,0.99865,7.1,1.0,1.0,4,3,0,7
49.0,0.24515,51.0,1.0,ohio,45.7,0.0018,1.0,0.0,49.0,0.1111,OH,0.0,Lean Rep,18,Lean Dem,3.299999999999997,51.8,0.8889,5.3,0.0,1.0,5,3,1,8
51.0,0.7365,49.0,0.0,oregon,39.0,0.0,1.0,0.0,51.0,0.6805,OR,0.0,Solid Dem,7,Likely Dem,12.0,49.9,0.3195,10.0,0.0,0.0,1,2,0,3
48.9,0.2289,51.0,1.0,pennsylvania,44.7,0.00025,1.0,0.0,48.9,0.10185,PA,1.0,Lean Dem,20,Lean Dem,4.199999999999996,51.9,0.89815,6.3,0.0,1.0,3,3,0,6
44.0,0.0,56.0,1.0,south carolina,50.7,0.66155,0.0,1.0,44.0,0.0,SC,1.0,Likely Rep,9,Likely Rep,6.700000000000003,56.8,1.0,5.3,0.0,0.0,6,6,0,12
39.0,0.0,61.0,1.0,tennessee,52.7,0.96175,0.0,1.0,39.0,0.0,TN,0.0,Solid Rep,11,Likely Rep,13.700000000000003,61.8,1.0,8.3,0.0,0.0,7,6,0,13
44.6,0.0002,55.4,1.0,texas,48.8,0.19255,0.0,1.0,44.6,0.0,TX,1.0,Lean Rep,38,Lean Rep,4.199999999999996,56.2,1.0,6.6,0.0,1.0,5,5,0,10
37.9,0.0,62.099999999999994,1.0,utah,47.9,0.0809,0.0,1.0,37.9,0.0,UT,0.0,Likely Rep,6,Lean Rep,10.0,62.9,1.0,14.2,0.0,1.0,6,5,0,11
50.5,0.62115,49.5,0.0,virginia,41.0,0.0,1.0,0.0,50.5,0.53375,VA,1.0,Likely Dem,13,Likely Dem,9.5,50.3,0.46625,8.5,0.0,0.0,2,2,0,4
59.5,1.0,40.6,0.0,washington,30.3,0.0,1.0,0.0,59.5,1.0,WA,1.0,Solid Dem,12,Solid Dem,29.2,41.4,0.0,10.3,0.0,0.0,1,1,0,2
50.8,0.6905,49.2,0.0,wisconsin,43.1,0.0,1.0,0.0,50.8,0.62635,WI,0.0,Lean Dem,10,Likely Dem,7.699999999999996,50.1,0.37365,6.1,0.0,0.0,3,2,0,5
,1.0,,,district of columbia,,0.0,,,,1.0,DC,,Solid Dem,3,Solid Dem,,,0.0,,,,1,1,0,2
,1.0,,,hawaii,,0.0,,,,1.0,HI,,Solid Dem,4,Solid Dem,,,0.0,,,,1,1,0,2
,0.0,,,idaho,,1.0,,,,0.0,ID,,Solid Rep,4,Solid Rep,,,1.0,,,,7,7,0,14
,1.0,,,illinois,,0.0,,,,1.0,IL,,Solid Dem,20,Solid Dem,,,0.0,,,,1,1,0,2
,1.0,,,maryland,,0.0,,,,1.0,MD,,Solid Dem,10,Solid Dem,,,0.0,,,,1,1,0,2
,0.0,,,nebraska,,1.0,,,,0.0,NE,,Solid Rep,5,Solid Rep,,,1.0,,,,7,7,0,14
,0.0,,,north dakota,,1.0,,,,0.0,ND,,Solid Rep,3,Solid Rep,,,1.0,,,,7,7,0,14
,0.0,,,oklahoma,,1.0,,,,0.0,OK,,Solid Rep,7,Solid Rep,,,1.0,,,,7,7,0,14
,1.0,,,rhode island,,0.0,,,,1.0,RI,,Solid Dem,4,Solid Dem,,,0.0,,,,1,1,0,2
,0.0,,,south dakota,,1.0,,,,0.0,SD,,Solid Rep,3,Solid Rep,,,1.0,,,,7,7,0,14
,1.0,,,vermont,,0.0,,,,1.0,VT,,Solid Dem,3,Solid Dem,,,0.0,,,,1,1,0,2
,0.0,,,west virginia,,1.0,,,,0.0,WV,,Solid Rep,5,Solid Rep,,,1.0,,,,7,7,0,14
,0.0,,,wyoming,,1.0,,,,0.0,WY,,Solid Rep,3,Solid Rep,,,1.0,,,,7,7,0,14
