Biden_avg,Biden_probability,Hidden_trump,Hidden_win,State,Trump_avg,Trump_probability,average_biden_win,average_trump_win,biden_alt_avg,biden_alt_prob,code,consensus,cook,ec,polls,spread,trump_alt_avg,trump_alt_prob,undecideds,within_moe,within_spread,cook_n,polls_n,gap,score
51.6,0.8533,48.300000000000004,0.0,maine,39.2,0.0,1.0,0.0,51.6,0.82715,ME,1.0,Likely Dem,4,Likely Dem,12.399999999999999,49.2,0.17285,9.1,0.0,0.0,2,2,0,4
64.0,1.0,36.0,0.0,massachusetts,32.0,0.0,1.0,0.0,64.0,1.0,MA,1.0,Solid Dem,11,Solid Dem,32.0,36.9,0.0,4.0,0.0,0.0,1,1,0,2
50.4,0.5961,49.599999999999994,0.0,michigan,40.4,0.0,1.0,0.0,50.4,0.5008,MI,0.0,Lean Dem,16,Likely Dem,10.0,50.4,0.4992,9.2,0.0,0.0,3,2,0,5
49.4,0.33695,50.599999999999994,1.0,minnesota,43.3,0.0,1.0,0.0,49.4,0.1955,MN,1.0,Lean Dem,10,Lean Dem,6.100000000000001,51.4,0.8045,7.3,0.0,1.0,3,3,0,6
41.0,0.0,59.0,1.0,mississippi,56.0,0.99995,0.0,1.0,41.0,0.0,MS,1.0,Solid Rep,6,Solid Rep,15.0,59.8,1.0,3.0,0.0,0.0,7,7,0,14
43.2,0.0,56.900000000000006,1.0,missouri,50.2,0.53075,0.0,1.0,43.2,0.0,MO,0.0,Solid Rep,10,Likely Rep,7.0,57.7,1.0,6.7,0.0,0.0,7,6,0,13
42.0,0.0,58.0,1.0,montana,52.2,0.9228,0.0,1.0,42.0,0.0,MT,1.0,Likely Rep,3,Likely Rep,10.200000000000003,58.8,1.0,5.8,0.0,0.0,6,6,0,12
48.0,0.09075,52.0,1.0,nevada,43.7,0.0,1.0,0.0,48.0,0.0182,NV,0.0,Likely Dem,6,Lean Dem,4.299999999999997,52.8,0.9818,8.3,0.0,1.0,2,3,0,5
50.3,0.57025,49.6,0.0,new hampshire,42.6,0.0,1.0,0.0,50.3,0.47145,NH,0.0,Lean Dem,4,Likely Dem,7.699999999999996,50.5,0.52855,7.0,0.0,0.0,3,2,0,5
55.0,0.99965,45.0,0.0,new jersey,34.5,0.0,1.0,0.0,55.0,0.9996,NJ,1.0,Solid Dem,14,Solid Dem,20.5,45.8,0.0004,10.5,0.0,0.0,1,1,0,2
53.7,0.99205,46.400000000000006,0.0,new mexico,43.7,0.0,1.0,0.0,53.7,0.99325,NM,1.0,Solid Dem,5,Solid Dem,10.0,47.2,0.00675,2.7,0.0,0.0,1,1,0,2
55.7,1.0,44.3,0.0,new york,32.0,0.0,1.0,0.0,55.7,0.99995,NY,1.0,Solid Dem,29,Solid Dem,23.700000000000003,45.1,5e-05,12.3,0.0,0.0,1,1,0,2
46.8,0.0158,53.2,1.0,north carolina,46.7,0.0114,1.0,0.0,46.8,0.0009,NC,1.0,Toss Up,15,Toss Up,0.09999999999999432,54.1,0.9991,6.5,1.0,1.0,4,4,0,8
48.4,0.133,51.6,1.0,ohio,44.4,5e-05,1.0,0.0,48.4,0.04185,OH,0.0,Lean Rep,18,Lean Dem,4.0,52.4,0.95815,7.2,0.0,1.0,5,3,1,8
51.0,0.73955,49.0,0.0,pennsylvania,43.0,0.0,1.0,0.0,51.0,0.68825,PA,0.0,Lean Dem,20,Likely Dem,8.0,49.8,0.31175,6.0,0.0,0.0,3,2,0,5
43.3,0.0,56.699999999999996,1.0,south carolina,50.3,0.55555,0.0,1.0,43.3,0.0,SC,1.0,Likely Rep,9,Likely Rep,7.0,57.5,1.0,6.4,0.0,0.0,6,6,0,12
39.0,0.0,61.0,1.0,tennessee,52.8,0.96495,0.0,1.0,39.0,0.0,TN,0.0,Solid Rep,11,Likely Rep,13.799999999999997,61.8,1.0,8.2,0.0,0.0,7,6,0,13
43.6,0.0,56.3,1.0,texas,47.5,0.04705,0.0,1.0,43.6,0.0,TX,1.0,Lean Rep,38,Lean Rep,3.8999999999999986,57.2,1.0,8.8,0.0,1.0,5,5,0,10
38.5,0.0,61.5,1.0,utah,46.9,0.01875,0.0,1.0,38.5,0.0,UT,0.0,Likely Rep,6,Toss Up,8.399999999999999,62.3,1.0,14.6,0.0,1.0,6,4,1,10
50.7,0.6605,49.3,0.0,virginia,39.0,0.0,1.0,0.0,50.7,0.59065,VA,1.0,Likely Dem,13,Likely Dem,11.700000000000003,50.2,0.40935,10.3,0.0,0.0,2,2,0,4
59.5,1.0,40.5,0.0,washington,30.3,0.0,1.0,0.0,59.5,1.0,WA,1.0,Solid Dem,12,Solid Dem,29.2,41.3,0.0,10.2,0.0,0.0,1,1,0,2
49.0,0.2429,51.0,1.0,wisconsin,43.0,0.0,1.0,0.0,49.0,0.1167,WI,1.0,Lean Dem,10,Lean Dem,6.0,51.8,0.8833,8.0,0.0,1.0,3,3,0,6
,1.0,,,district of columbia,,0.0,,,,1.0,DC,,Solid Dem,3,Solid Dem,,,0.0,,,,1,1,0,2
,1.0,,,hawaii,,0.0,,,,1.0,HI,,Solid Dem,4,Solid Dem,,,0.0,,,,1,1,0,2
,0.0,,,idaho,,1.0,,,,0.0,ID,,Solid Rep,4,Solid Rep,,,1.0,,,,7,7,0,14
,1.0,,,illinois,,0.0,,,,1.0,IL,,Solid Dem,20,Solid Dem,,,0.0,,,,1,1,0,2
,0.0,,,louisiana,,1.0,,,,0.0,LA,,Solid Rep,8,Solid Rep,,,1.0,,,,7,7,0,14
,1.0,,,maryland,,0.0,,,,1.0,MD,,Solid Dem,10,Solid Dem,,,0.0,,,,1,1,0,2
,0.0,,,nebraska,,1.0,,,,0.0,NE,,Solid Rep,5,Solid Rep,,,1.0,,,,7,7,0,14
,0.0,,,north dakota,,1.0,,,,0.0,ND,,Solid Rep,3,Solid Rep,,,1.0,,,,7,7,0,14
,0.0,,,oklahoma,,1.0,,,,0.0,OK,,Solid Rep,7,Solid Rep,,,1.0,,,,7,7,0,14
,1.0,,,oregon,,0.0,,,,1.0,OR,,Solid Dem,7,Solid Dem,,,0.0,,,,1,1,0,2
,1.0,,,rhode island,,0.0,,,,1.0,RI,,Solid Dem,4,Solid Dem,,,0.0,,,,1,1,0,2
,0.0,,,south dakota,,1.0,,,,0.0,SD,,Solid Rep,3,Solid Rep,,,1.0,,,,7,7,0,14
,1.0,,,vermont,,0.0,,,,1.0,VT,,Solid Dem,3,Solid Dem,,,0.0,,,,1,1,0,2
,0.0,,,west virginia,,1.0,,,,0.0,WV,,Solid Rep,5,Solid Rep,,,1.0,,,,7,7,0,14
,0.0,,,wyoming,,1.0,,,,0.0,WY,,Solid Rep,3,Solid Rep,,,1.0,,,,7,7,0,14
